race_date,race_course,race_no,race_time,race_name,race_track,race_distance,race_going,weather_condition,entry_type,entry_weight,entry_age,race_type,value_of_race,final_position,margin,bracket,horse_number,horse_name,horse_id,horse_sex,horse_age,horse_weight,trainer,jockey,running_position,finish_time,win_fav,win_odds,sire,dam,dam_sire,dam_dam
2024-03-31,HANSHIN,7,13:25,,Dirt,1400,Standard,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,12th,NS,2,3,Mikino Prince,2019103418,H,5,54.0,Yuki Ohashi,Naho Furukawa,14>15>12th,1:26.0,12.0,201.4,Transcend,Mikino Monaco,Diablo,Yukari
2024-03-31,HANSHIN,7,13:25,,Dirt,1400,Standard,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,13th,2 1/2,1,2,Vaudeville,2020105872,F,4,53.0,Kazuya Nakatake,Yuichiro Shibata,10>13>13th,1:26.5,15.0,390.8,Rulership,Storm Image,Dance in the Dark,Super Dress
2024-03-31,HANSHIN,7,13:25,,Dirt,1400,Standard,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,14th,1 1/4,7,14,Tomoja Keya,2020104650,C,4,57.0,Hiroyuki Oneda,Kanta Taguchi,5>8>14th,1:26.7,1.0,2.1,Pyro,Tomoja All,Empire Maker,Apollo Tiara
2024-03-31,HANSHIN,7,13:25,,Dirt,1400,Standard,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,15th,1 1/4,7,13,Good Fortune,2019106139,M,5,52.0,Nobuhiro Suzuki,Nana Kawaharada,10>15>15th,1:26.9,16.0,564.9,Majestic Warrior,O B Lady,Commander in Chief,Duke Sovereign
2024-03-31,HANSHIN,7,13:25,,Dirt,1400,Standard,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,16th,5,6,12,Vannes,2018102899,H,6,58.0,Yoshinori Muto,Yuji Hishida,2>3>16th,1:27.7,13.0,237.1,Maurice,Guyenne,Tanino Gimlet,Sugino Toyo Hime
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,1st,,4,6,Makoto Velikij,2020106678,C,4,58.0,Hiroyuki Uemura,Mirai Iwata,6>6>6>4>1st,1:58.7,2.0,3.9,Orfevre,Makoto Brillar,Storming Home,Makoto Koran
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,2nd,HD,8,15,Danon Freude,2019104080,H,5,58.0,Hideaki Fujiwara,Kohei Matsuyama,3>3>3>3>2nd,1:58.7,8.0,23.7,King Kamehameha,My Goodness,Storm Cat,Caressing
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,3rd,5,3,5,Miyabi,2020101343,F,4,56.0,Kazuyuki Ogata,Hayato Yoshida,9>10>11>9>3rd,1:59.5,7.0,12.9,Leontes,Win Lucia,Deep Impact,Gold Day
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,4th,HD,6,11,Kafuji Azul,2018101562,H,6,55.0,Kazuya Nakatake,Yuichiro Shibata,9>9>8>9>4th,1:59.5,12.0,186.7,Harbinger,Kafuji Venus,Deep Impact,Tassoni
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,5th,1 1/4,5,8,Lux Big Star,2020104297,C,4,58.0,Hisashi Shimizu,Kazuo Yokoyama,11>11>8>9>5th,1:59.7,6.0,10.6,Kitasan Black,Omega Little Star,Jungle Pocket,Omega Starlight
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,6th,NK,8,14,Dantsu Esprit,2019106399,H,5,58.0,Masaru Honda,Takashi Fujikake,14>14>15>13>6th,1:59.8,13.0,244.4,Gold Ship,Wasurenagusa,Agnes Digital,Deming
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,7th,NK,2,3,Meiner Memory,2020105750,C,4,58.0,Toru Miya,Takeshi Yokoyama,12>12>12>12>7th,1:59.8,5.0,9.1,Gold Ship,Cosmo Endless,Star of Cozzene,Meine Excel
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,8th,1 1/2,3,4,Limit Buster,2020101537,C,4,58.0,Haruki Sugiyama,Keita Tosaki,4>4>5>4>8th,2:00.0,1.0,3.4,Heart's Cry,Wisteria Arch,King Kamehameha,Barbicat
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,9th,1/2,4,7,Mulberry City,2020100684,C,4,55.0,Shinsuke Hashiguchi,Seinosuke Yoshimura,2>2>2>2>9th,2:00.1,15.0,366.9,Satono Aladdin,Belle Mure,King Kamehameha,Shonan Talent
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,10th,1/2,7,13,Clever Taste,2019107025,G,5,58.0,Koshiro Take,Suguru Hamanaka,1>1>1>1>10th,2:00.2,4.0,7.7,Orfevre,Clever Sprint,Sakura Bakushin O,Sugino Princess
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,11th,HD,6,10,Tagano Tulle,2018101946,H,6,58.0,Shota Nishizono,Kota Fujioka,4>4>6>7>11th,2:00.3,14.0,245.9,Discreet Cat,Arequipa,Special Week,Paita
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,12th,1/2,5,9,Un,2019100295,H,5,58.0,Naohiro Yoshida,Ryuji Wada,7>7>8>7>12th,2:00.4,10.0,69.8,Kitasan Black,Malibu Win,Malibu Moon,Sea Jamie Win
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,13th,NS,7,12,La Reine des Lys,2020103696,F,4,56.0,Shogo Yasuda,Mirco Demuro,7>7>3>4>13th,2:00.4,3.0,5.1,Epiphaneia,Leirion,Daiwa Major,Liliside
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,14th,1,1,1,Pinochle,2016105171,H,8,58.0,Hidetaka Otonashi,Fuma Matsuwaka,13>13>13>13>14th,2:00.5,9.0,58.4,King Kamehameha,Pink Cameo,French Deputy,Silver Lane
2024-03-31,HANSHIN,8,13:55,,Turf,2000,Good to Firm,Cloudy,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,15th,NK,2,2,Born in Grande,2020106439,C,4,56.0,Naohiro Yoshida,Manami Nagashima,15>15>13>13>15th,2:00.6,11.0,93.9,Satono Crown,Share the Joyful,Black Tide,Peridot
2024-03-31,HANSHIN,9,14:25,VIOLET STAKES,Dirt,1400,Standard,Cloudy,INT SD,Special Weight,3-Year-Olds,Open Class,34540000,1st,,6,7,A Tracks,2021104876,C,3,57.0,Hiroshi Miyamoto,Kohei Matsuyama,2>2>1st,1:24.5,4.0,6.7,New Year's Day,Spiral Step,Symboli Kris S,Spiral Ring
2024-03-31,HANSHIN,9,14:25,VIOLET STAKES,Dirt,1400,Standard,Cloudy,INT SD,Special Weight,3-Year-Olds,Open Class,34540000,2nd,1 1/2,2,2,Lord Four Aces,2021100130,C,3,57.0,Yasuo Tomomichi,Keita Tosaki,1>1>2nd,1:24.7,2.0,4.3,Lord Kanaloa,It Was Magic,War Front,Misty For Me
2024-03-31,HANSHIN,9,14:25,VIOLET STAKES,Dirt,1400,Standard,Cloudy,INT SD,Special Weight,3-Year-Olds,Open Class,34540000,3rd,NK,7,9,Nasty Weather,2021101703,C,3,57.0,Yukihiro Kato,Mirai Iwata,7>5>3rd,1:24.8,1.0,2.0,Pyro,Red Feather,Deep Sky,Charity Quest
2024-03-31,HANSHIN,9,14:25,VIOLET STAKES,Dirt,1400,Standard,Cloudy,INT SD,Special Weight,3-Year-Olds,Open Class,34540000,4th,NS,8,10,Nihonpiro Carat,2021103842,C,3,57.0,Yuki Ohashi,Kanta Taguchi,2>3>4th,1:24.8,5.0,17.1,Satono Diamond,Nihonpiro Vita,Snitzel,Nihon Pillow Taira
2024-03-31,HANSHIN,9,14:25,VIOLET STAKES,Dirt,1400,Standard,Cloudy,INT SD,Special Weight,3-Year-Olds,Open Class,34540000,5th,3/4,1,1,I Am Yushun,2021103204,C,3,57.0,Masashi Okuhira,Yuji Hishida,4>4>5th,1:24.9,6.0,21.3,Henny Hughes,I Am Nephrite,Agnes Tachyon,I am a Daughter
2024-03-31,HANSHIN,9,14:25,VIOLET STAKES,Dirt,1400,Standard,Cloudy,INT SD,Special Weight,3-Year-Olds,Open Class,34540000,6th,3/4,7,8,Meisho Michigan,2021105328,C,3,57.0,Ippo Sameshima,Manabu Sakai,9>5>6th,1:25.1,9.0,40.5,Satono Aladdin,Sirena,Admire Moon,Yukino Mermaid
2024-03-31,HANSHIN,9,14:25,VIOLET STAKES,Dirt,1400,Standard,Cloudy,INT SD,Special Weight,3-Year-Olds,Open Class,34540000,7th,3 1/2,4,4,Central Valley,2021110161,C,3,57.0,Toru Kurita,Ryuji Wada,9>9>7th,1:25.7,10.0,56.8,Kantharos,Indigo Gin,Lemon Drop Kid,Lady Bingo
2024-03-31,HANSHIN,9,14:25,VIOLET STAKES,Dirt,1400,Standard,Cloudy,INT SD,Special Weight,3-Year-Olds,Open Class,34540000,8th,1 1/2,6,6,Obaitori,2021105606,F,3,55.0,Koshiro Take,Akihide Tsumura,6>5>8th,1:25.9,8.0,30.4,Real Steel,Stars And Clouds,Makfi,Ventura
2024-03-31,HANSHIN,9,14:25,VIOLET STAKES,Dirt,1400,Standard,Cloudy,INT SD,Special Weight,3-Year-Olds,Open Class,34540000,9th,5,5,5,Negresco,2021103214,F,3,55.0,Masato Nishizono,Atsuya Nishimura,5>5>9th,1:26.8,7.0,21.7,California Chrome,Ice Break,Manhattan Cafe,Highway To Glory
2024-03-31,HANSHIN,9,14:25,VIOLET STAKES,Dirt,1400,Standard,Cloudy,INT SD,Special Weight,3-Year-Olds,Open Class,34540000,10th,HD,8,11,Love on Top,2021104399,F,3,55.0,Masayuki Nishimura,Takeshi Yokoyama,7>11>10th,1:26.8,3.0,6.5,Henny Hughes,Satono Flourish,Empire Maker,Pisa no Venetian
2024-03-31,HANSHIN,9,14:25,VIOLET STAKES,Dirt,1400,Standard,Cloudy,INT SD,Special Weight,3-Year-Olds,Open Class,34540000,11th,3/4,3,3,Rayel,2021101738,F,3,55.0,Ken Kozaki,Fuma Matsuwaka,11>10>11th,1:26.9,11.0,416.9,Rulership,Double Obelisk,Agnes Tachyon,Queens Dagger
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,1st,,3,6,Suzu Khalom,2020105018,C,4,58.0,Kazuya Makita,Katsuma Sameshima,10>10>1st,1:20.4,3.0,4.9,Satono Diamond,Eye Line,Laurel Guerreiro,Laurel Shine
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,2nd,NS,7,13,Brut Millesime,2019102106,H,5,58.0,Yoshiyuki Arakawa,Akira Sugawara,15>16>2nd,1:20.4,12.0,76.1,Copano Rickey,Miss Marple,Sinndar,Dramatique
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,3rd,HD,5,10,Satono Perseus,2018104674,G,6,58.0,Hideaki Fujiwara,Yuji Hishida,9>9>3rd,1:20.4,11.0,56.2,Deep Impact,Dancer Destination,Dubai Destination,Mara Dancer
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,4th,NK,3,5,T O da Vinci,2018104633,H,6,58.0,Inao Okada,Kohei Matsuyama,5>3>4th,1:20.4,2.0,3.9,Daiwa Major,Secret Gypsy,Sea of Secrets,Miss Utada
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,5th,1,1,2,Josho Hope,2020104702,C,4,58.0,Koichi Shintani,Atsuya Nishimura,3>3>5th,1:20.6,1.0,3.1,Mikki Rocket,Star for You,Agnes Digital,Hoshino Kinka
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,6th,1,8,15,Chuwano Kiseki,2017105574,G,7,58.0,Ryuji Okubo,Hideaki Miyuki,8>8>6th,1:20.7,9.0,48.5,Kinshasa no Kiseki,Mystic Lips,Generous,Majorata
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,7th,1 1/4,6,12,Itinerator,2020102890,F,4,56.0,Kodai Hasegawa,Mirai Iwata,2>2>7th,1:20.9,7.0,19.0,Kizuna,Gypsy Highway,High Chaparral,Rose Gypsy
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,8th,1 1/4,6,11,Belle Cresta,2019105415,M,5,56.0,Naosuke Sugai,Manabu Sakai,12>12>8th,1:21.1,8.0,19.3,Duramente,Belle Allure,Numerous,Mare Aux Fees
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,9th,NK,5,9,Asteroid Belt,2017105321,G,7,58.0,Yasutoshi Ikee,Kiwamu Ogino,12>12>9th,1:21.2,10.0,52.2,Rulership,Satono Jupiter,Agnes Tachyon,Admire Teresa
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,10th,NK,1,1,Cosmo Espada,2016105797,H,8,58.0,Shoichi Temma,Yusaku Kokubun,6>5>10th,1:21.2,15.0,164.0,Red Spada,Koyu Hikari Mama,Rock of Gibraltar,Couture
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,11th,NK,8,16,Susan Asher,2019103898,H,5,58.0,Takashi Suzuki,Ryuji Wada,16>14>11th,1:21.3,4.0,9.4,Siyouni,Autignac,Solon,Recambe
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,12th,NK,2,4,Meisho Beppin,2017106086,M,7,56.0,Yoshiyuki Arakawa,Fuma Izumiya,10>10>12th,1:21.3,16.0,337.9,To the Glory,Meisho Olivia,Fuji Kiseki,Zuri
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,13th,1 1/4,8,17,Peisha Flower,2020104572,F,4,56.0,Yasuyuki Takahashi,Manami Nagashima,6>5>13th,1:21.5,13.0,111.2,Nishiken Mononofu,Peisha Flores,Victoire Pisa,Pleasant Cape
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,14th,NK,2,3,Justin Ace,2019105146,H,5,58.0,Haruki Sugiyama,Keita Tosaki,3>5>14th,1:21.5,5.0,17.5,Rulership,Gala Affair,Daiwa Major,Rich Affair
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,15th,1 1/4,7,14,Hagino Maetel,2019100653,M,5,56.0,Ryo Terashima,Takashi Fujikake,14>14>15th,1:21.7,17.0,374.0,Satono Aladdin,Hagino Natura,Daiwa Major,Hagino Augurare
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,16th,2 1/2,4,7,Rickenbacker,2018103590,H,6,58.0,Masayuki Nishimura,Kenichi Ikezoe,17>17>16th,1:22.1,14.0,136.4,Lord Kanaloa,City Wells,City Zip,Meteor Wells
2024-03-31,HANSHIN,10,15:01,JRA ULTRA PREMIUM KITASAN BLACK CUP,Turf,1400,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35590000,17th,1 1/4,4,8,Water Legrand,2019102786,M,5,56.0,Hiroshi Kawachi,Koji Nishizuka,1>1>17th,1:22.3,6.0,17.5,Daiwa Major,Water Piper,Tale of the Cat,Piccolo Player
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,1st,,6,11,Bellagio Opera,2020102781,C,4,58.0,Hiroyuki Uemura,Kazuo Yokoyama,2>2>2>2>1st,1:58.2,2.0,5.5,Lord Kanaloa,Air Routine,Harbinger,Air Magdalene
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,2nd,NK,1,2,Rousham Park,2019105552,H,5,58.0,Hiroyasu Tanaka,Keita Tosaki,13>12>2>2>2nd,1:58.2,3.0,6.0,Harbinger,Reinette Groove,King Kamehameha,Into the Groove
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,3rd,NS,7,13,Rouge Eveil,2019104831,M,5,56.0,Yoichi Kuroiwa,Akira Sugawara,12>12>11>10>3rd,1:58.2,11.0,40.0,Just a Way,Nothing But Dreams,Frankel,Danedream
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,4th,1/2,5,9,Stella Veloce,2018104980,H,6,58.0,Naosuke Sugai,Manabu Sakai,9>8>9>10>4th,1:58.3,7.0,15.0,Bago,Oh My Baby,Deep Impact,Allthewaybaby
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,5th,1,3,6,Geoglyph,2019105056,H,5,58.0,Tetsuya Kimura,Hiroshi Kitamura,4>5>4>4>5th,1:58.5,8.0,15.4,Drefong,Aromatico,King Kamehameha,Nasca
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,6th,1,4,8,Pradaria,2019100109,H,5,58.0,Manabu Ikezoe,Kenichi Ikezoe,6>6>7>7>6th,1:58.6,4.0,6.5,Deep Impact,Chasse' Roll,Kurofune,Poporus
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,7th,NK,5,10,Sol Oriens,2020102899,C,4,58.0,Takahisa Tezuka,Takeshi Yokoyama,9>10>4>4>7th,1:58.7,5.0,8.2,Kitasan Black,Skia,Motivator,Light Quest
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,8th,HD,3,5,Stunning Rose,2019105565,M,5,56.0,Tomokazu Takano,Atsuya Nishimura,1>1>1>1>8th,1:58.7,6.0,12.5,King Kamehameha,Rosa Blanca,Kurofune,Rosebud
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,9th,1 1/4,8,16,Catedral,2016104711,H,8,58.0,Manabu Ikezoe,Kota Fujioka,14>14>16>15>9th,1:58.9,16.0,355.5,Heart's Cry,Abyla,Rock of Gibraltar,Animatrice
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,10th,NK,7,14,Epiphany,2019105532,H,5,58.0,Keisuke Miyata,Makoto Sugihara,14>15>11>12>10th,1:58.9,13.0,57.0,Epiphaneia,Rule Britannia,Deep Impact,Musical Way
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,11th,NS,2,3,Tastiera,2020103532,C,4,58.0,Noriyuki Hori,Kohei Matsuyama,4>3>4>4>11th,1:58.9,1.0,4.4,Satono Crown,Partitura,Manhattan Cafe,Fortepiano
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,12th,NK,2,4,Hayayakko,2016104624,H,8,58.0,Sakae Kunieda,Hideaki Miyuki,16>16>14>14>12th,1:59.0,15.0,139.5,King Kamehameha,Marshmallow,Kurofune,Shirayukihime
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,13th,3,4,7,Harper,2020103458,F,4,56.0,Yasuo Tomomichi,Mirai Iwata,6>6>9>9>13th,1:59.5,9.0,17.1,Heart's Cry,Seresta,Jump Start,Serata
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,14th,HD,1,1,Mikki Gorgeous,2020103640,F,4,56.0,Shogo Yasuda,Mirco Demuro,9>10>14>15>14th,1:59.5,10.0,21.2,Mikki Rocket,Mikki Queen,Deep Impact,Musical Way
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,15th,4,6,12,Killer Ability,2019105155,H,5,58.0,Takashi Saito,Yuichi Kitamura,8>8>11>12>15th,2:00.2,14.0,82.4,Deep Impact,Killer Graces,Congaree,Heatherdoesntbluff
2024-03-31,HANSHIN,11,15:40,THE OSAKA HAI(G1),Turf,2000,Good to Firm,Fine,INT DSN,Special Weight,4-Year-Olds & Up,Open Class,384800000,16th,2,8,15,Licancabur,2019103823,H,5,58.0,Katsunori Tanaka,Akihide Tsumura,3>3>7>8>16th,2:00.5,12.0,48.7,Silver State,Embrasser Moi,Zoffany,Ice Flower
2024-03-31,HANSHIN,12,16:25,YOSHUN STAKES,Dirt,1200,Standard,Cloudy,MIX DES,Handicap,4-Year-Olds & Up,Allowance,35520000,1st,,3,5,Namura Frank,2019101975,H,5,55.0,Takashi Suzuki,Yuji Hishida,3>2>1st,1:11.6,2.0,4.9,Mikki Isle,Namura Hillary,Kurofune,Teardrops
2024-03-31,HANSHIN,12,16:25,YOSHUN STAKES,Dirt,1200,Standard,Cloudy,MIX DES,Handicap,4-Year-Olds & Up,Allowance,35520000,2nd,1,8,16,Alm la Tour,2020105545,C,4,55.0,Yoshihiko Kawamura,Ryuji Wada,1>1>2nd,1:11.8,3.0,5.0,Copano Rickey,Charlies,King Kamehameha,Tagano Charlies
2024-03-31,HANSHIN,12,16:25,YOSHUN STAKES,Dirt,1200,Standard,Cloudy,MIX DES,Handicap,4-Year-Olds & Up,Allowance,35520000,3rd,1 1/2,4,7,Jun Windom,2020106062,F,4,54.0,Tamio Hamada,Atsuya Nishimura,8>6>3rd,1:12.0,1.0,4.3,Curren Black Hill,God Caribbean,Behkabad,Omega Caribbean
2024-03-31,HANSHIN,12,16:25,YOSHUN STAKES,Dirt,1200,Standard,Cloudy,MIX DES,Handicap,4-Year-Olds & Up,Allowance,35520000,4th,1 1/2,8,15,Kafuji Enneagon,2019102753,M,5,54.0,Kazuyoshi Kihara,Akatsuki Tomita,2>3>4th,1:12.3,10.0,36.5,Transcend,Kafuji Tiara,Kane Hekili,Take the Cake
2024-03-31,HANSHIN,12,16:25,YOSHUN STAKES,Dirt,1200,Standard,Cloudy,MIX DES,Handicap,4-Year-Olds & Up,Allowance,35520000,5th,HD,4,8,Blue Symphony,2018100693,H,6,56.0,Keizo Ito,Kohei Matsuyama,4>4>5th,1:12.3,5.0,8.4,Screen Hero,Bluestone,Commands,Alderney
2024-03-31,HANSHIN,12,16:25,YOSHUN STAKES,Dirt,1200,Standard,Cloudy,MIX DES,Handicap,4-Year-Olds & Up,Allowance,35520000,6th,1/2,5,9,Kanekome Sister,2019101055,M,5,53.0,Hidemasa Nakao,Hayato Yoshida,9>9>6th,1:12.4,6.0,10.3,Espoir City,Candle Ice,Forty Niner,Blue Bay Bridge
2024-03-31,HANSHIN,12,16:25,YOSHUN STAKES,Dirt,1200,Standard,Cloudy,MIX DES,Handicap,4-Year-Olds & Up,Allowance,35520000,7th,3/4,3,6,Copano Hampton,2020104679,C,4,56.0,Toru Miya,Kota Fujioka,6>4>7th,1:12.5,8.0,28.1,Shanghai Bobby,Lady C'est la Vie,Agnes Tachyon,Lady Seraphim
2024-03-31,HANSHIN,12,16:25,YOSHUN STAKES,Dirt,1200,Standard,Cloudy,MIX DES,Handicap,4-Year-Olds & Up,Allowance,35520000,8th,3/4,7,14,New Frontier,2018100478,H,6,55.0,Katsunori Tanaka,Akihide Tsumura,13>10>8th,1:12.6,11.0,41.4,Makfi,Saint Frontier,Danehill,Cashelmara
2024-03-31,HANSHIN,12,16:25,YOSHUN STAKES,Dirt,1200,Standard,Cloudy,MIX DES,Handicap,4-Year-Olds & Up,Allowance,35520000,9th,NK,2,4,Unaginobori,2019107016,H,5,56.0,Hidetaka Otonashi,Katsuma Sameshima,15>15>9th,1:12.7,12.0,45.6,Drefong,Nonki,Sunday Silence,Sheriyza
